year,metarea,age,wage,edcode
1979,6280,25,4.638165,3
1979,6280,25,6.547998,2
1979,6280,27,5.2383981,4
1979,6280,41,7.1143999,4
1979,6280,46,21.116022,2
1979,6280,48,5.4479342,1
1979,6280,32,13.241508,2
1981,6280,28,9.4135561,4
1976,6280,50,19.772881,4
1978,6280,37,12.135554,2
1979,6280,51,4.1638551,1
1981,6280,27,8.1351719,1
1977,6280,40,7.5831432,1
1979,6280,29,9.2763309,2
1980,6280,46,7.2115383,2
1979,6280,57,19.098326,4
1980,6280,42,4.6153846,4
1978,6280,30,7.5427203,1
1980,6280,59,11.538461,2
1979,6280,52,10.640497,4
1978,6280,51,17.440821,4
1981,6280,43,11.4074,2
1982,6280,53,5.5420485,2
1980,6280,44,20.833334,1
1982,6280,48,7.2654204,1
1984,6280,55,9.9133787,2
1979,6280,26,6.8208313,2
1977,6280,30,9.5181522,4
1976,6280,30,9.3807583,4
1984,6280,29,4.2894425,3
1983,6280,49,5.9661727,1
1982,6280,59,5.9038215,1
1979,6280,51,16.315428,1
1981,6280,39,8.2804441,2
1983,6280,47,9.4549637,2
1982,6280,44,21.347153,2
1983,6280,32,8.6936417,3
1982,6280,26,6.3973026,4
1984,6280,31,6.1005406,3
1981,6280,29,5.7914681,2
1983,6280,38,4.9638553,4
1979,6280,39,9.8219957,3
1976,6280,25,7.6585097,3
1982,6280,26,9.0314865,2
1977,6280,47,18.304138,1
1977,6280,51,7.7465725,2
1977,6280,28,16.194038,3
1978,6280,25,6.0759797,3
1984,6280,47,11.273417,2
1983,6280,44,8.2730932,2
1983,6280,51,14.808836,2
1977,6280,26,3.3182788,3
1984,6280,57,11.438513,2
1981,6280,33,11.984852,3
1981,6280,46,9.0649071,2
1982,6280,25,9.8525305,2
1976,6280,25,9.0738201,2
1982,6280,43,10.947256,1
1980,6280,33,10.576922,3
1983,6280,43,10.739111,2
1983,6280,36,9.5041132,2
1984,6280,25,2.9655404,2
1982,6280,30,7.3893981,4
1978,6280,28,11.848159,3
1979,6280,29,13.920038,1
1982,6280,47,10.139896,2
1983,6280,36,12.966481,4
1983,6280,30,3.4471219,2
1977,6280,32,8.1714897,2
1978,6280,26,10.296355,4
1982,6280,28,7.9230771,2
1980,6280,37,16.346151,4
1982,6280,25,11.301432,3
1978,6280,37,5.4683819,2
1984,6280,41,13.726215,3
1982,6280,56,13.136707,2
1984,6280,25,11.523244,3
1982,6280,47,11.94246,2
1982,6280,28,14.876845,3
1976,6280,35,9.0509663,4
1983,6280,36,4.9983268,2
1984,6280,35,15.25135,4
1982,6280,36,7.7210994,4
1981,6280,53,11.60308,1
1981,6280,29,8.7162552,4
1984,6280,30,9.532094,2
1983,6280,43,17.328629,4
1983,6280,54,2.771486,1
1982,6280,37,5.3367872,3
1979,6280,33,8.7306643,4
1980,6280,31,6.2500005,2
1980,6280,34,3.1666667,2
1982,6280,53,9.9289074,2
1983,6280,40,5.0381012,1
1983,6280,48,21.438444,4
1977,6280,50,6.5371919,1
1982,6280,43,7.1157165,2
1976,6280,33,8.3547373,2
1984,6280,42,9.532094,2
1983,6280,51,23.864691,4
1984,6280,29,6.4578032,4
1982,6280,51,11.181841,2
1980,6280,39,10,4
1977,6280,58,11.331134,2
1983,6280,50,14.756332,4
1983,6280,30,13.88491,4
1983,6280,55,5.9661727,1
1978,6280,36,8.0810528,2
1984,6280,54,3.7365811,1
1984,6280,41,4.9566894,1
1982,6280,29,6.1578317,3
1976,6280,40,6.9622822,1
1982,6280,27,3.2020724,4
1984,6280,32,8.3882427,4
1982,6280,27,16.420883,4
1984,6280,50,7.9946594,2
1984,6280,38,9.9133787,2
1983,6280,34,16.705284,3
1984,6280,42,14.221887,4
1984,6280,43,6.1005406,2
1984,6280,35,17.15777,3
1984,6280,36,7.5112901,2
1984,6280,29,14.031241,4
1984,6280,48,17.958464,4
1984,6280,40,9.585475,2
1980,6280,42,7.692307,3
1981,6280,52,9.1916885,2
1984,6280,28,2.9869771,3
1979,6280,36,13.696229,3
1984,6280,37,28.696619,2
1984,6280,50,8.3882427,2
1982,6280,42,6.4451971,2
1984,6280,34,6.3445621,4
1984,6280,43,9.532094,2
1982,6280,42,9.4876223,2
1976,6280,57,16.709475,3
1980,6280,54,15.021635,2
1979,6280,49,24.251841,4
1984,6280,46,10.075423,2
1984,6280,26,15.338895,3
1984,6280,36,39.653515,2
1984,6280,42,9.5645046,2
1978,6280,30,11.916211,4
1984,6280,33,7.4379153,4
1982,6280,41,12.687596,2
1982,6280,41,4.1052208,1
1982,6280,59,9.7975197,1
1983,6280,30,7.9548969,3
1983,6280,39,4.5961623,4
1978,6280,53,10.498684,2
1982,6280,54,11.631459,1
1983,6280,33,8.188674,4
1983,6280,25,12.377323,2
1982,6280,29,7.7826791,4
1983,6280,31,3.5160642,2
1976,6280,51,10.443422,1
1982,6280,36,9.8525305,2
1983,6280,39,9.238287,3
1976,6280,27,12.629578,4
1983,6280,46,32.542759,3
1982,6280,36,19.822351,3
1983,6280,39,9.1481314,3
1983,6280,30,11.639271,4
1979,6280,48,6.6915293,2
1984,6280,27,7.7582965,2
1983,6280,56,11.534599,2
1981,6280,53,18.304138,4
1982,6280,34,12.411135,4
1983,6280,45,9.9436216,2
1983,6280,42,10.341365,4
1981,6280,48,6.6679358,2
1982,6280,40,13.54723,4
1981,6280,33,7.6581025,2
1984,6280,48,5.2388391,1
1981,6280,36,8.7162552,3
1983,6280,43,11.522079,2
1979,6280,34,9.5060854,4
1980,6280,33,6.0096149,2
1982,6280,53,7.2371106,1
1981,6280,29,8.093667,2
1983,6280,25,8.7936792,2
1983,6280,48,17.046207,4
1983,6280,59,25.853413,4
1983,6280,52,12.330488,3
1979,6280,48,12.12592,4
1980,6280,25,6.7307692,4
1982,6280,49,10.263053,2
1983,6280,35,13.92107,4
1981,6280,42,9.4571371,1
1980,6280,53,9.2307682,2
1983,6280,53,10.606529,1
1981,6280,42,6.8566432,2
1981,6280,52,7.3216548,1
1983,6280,48,35.797035,4
1982,6280,29,13.136707,2
1982,6280,34,5.9662547,1
1983,6280,27,9.070426,1
1984,6280,32,7.6638045,2
1983,6280,41,6.8942437,2
1982,6280,48,12.315663,2
1982,6280,26,4.429534,2
1982,6280,47,13.136707,2
1982,6280,28,10.673576,2
1983,6280,56,7.9548969,3
1983,6280,32,9.1474247,2
1981,6280,59,23.969704,4
1978,6280,33,12.638036,2
1982,6280,36,8.1322479,1
1982,6280,53,9.4876223,3
1977,6280,42,13.074384,4
1982,6280,42,12.726187,2
1984,6280,31,10.409048,2
1978,6280,30,12.638036,4
1982,6280,56,16.420883,4
1981,6280,37,7.8446302,4
1984,6280,26,2.7537162,2
1984,6280,44,8.7449512,2
1981,6280,40,9.5878811,2
1984,6280,59,3.9752645,2
1982,6280,52,10.673576,1
1983,6280,56,15.73686,2
1982,6280,39,9.5241137,3
1983,6280,54,15.512047,4
1983,6280,28,4.0744982,2
1980,6280,28,12.500001,2
1983,6280,34,2.2562981,4
1979,6280,38,6.547998,2
1984,6280,38,14.870069,4
1982,6280,59,12.808291,1
1982,6280,41,3.7814953,2
1976,6280,56,17.840845,4
1981,6280,55,10.877888,1
1983,6280,45,11.932345,2
1977,6280,27,9.2828131,4
1983,6280,56,5.9661727,1
1982,6280,55,8.620965,2
1984,6280,30,17.15777,3
1981,6280,44,12.202758,2
1979,6280,26,4.8434043,4
1981,6280,48,9.1520691,1
1980,6280,27,7.4373622,3
1982,6280,30,11.084097,4
1976,6280,27,9.2271109,4
1981,6280,25,12.711207,1
1979,6280,34,15.278661,4
1980,6280,27,9.6134605,2
1979,6280,36,8.9085503,3
1983,6280,53,11.136856,2
1983,6280,28,3.9774485,2
1976,6280,58,10.559462,1
1982,6280,37,2.4396744,2
1981,6280,49,8.7162552,2
1980,6280,57,11.057692,2
1979,6280,53,14.84213,1
1976,6280,30,20.886845,4
1979,6280,48,12.550327,2
1981,6280,29,8.4672213,2
1976,6280,36,8.3547373,2
1977,6280,29,9.1520691,2
1976,6280,25,8.3547373,2
1976,6280,53,10.791537,2
1981,6280,57,5.2297535,1
1979,6280,50,15.228216,4
1980,6280,29,5,2
1977,6280,30,8.1453419,4
1976,6280,39,6.6141672,1
1977,6280,26,12.315655,4
1983,6280,58,10.341365,1
1984,6280,25,11.438513,4
1984,6280,44,7.6256752,2
1980,6280,40,8.2638893,2
1983,6280,37,16.426863,4
1978,6280,57,8.6799707,4
1983,6280,38,9.2996712,4
1981,6280,27,8.7162552,3
1978,6280,43,9.4177675,4
1983,6280,36,12.257302,3
1982,6280,54,7.5946598,2
1982,6280,26,11.084097,3
1980,6280,40,13.125002,2
1976,6280,41,13.924562,4
1978,6280,26,6.7419071,4
1982,6280,47,10.673576,4
1980,6280,49,10.576922,2
1981,6280,28,8.3676052,3
1977,6280,42,16.342979,4
1978,6280,37,6.0759797,2
1981,6280,57,17.763609,4
1981,6280,38,12.638572,4
1982,6280,55,3.6369219,2
1978,6280,51,12.151959,1
1981,6280,26,7.608047,2
1976,6280,39,9.3990803,2
1976,6280,48,7.2073536,2
1984,6280,32,6.676702,3
1980,6280,35,21.153845,4
1983,6280,46,12.803596,2
1982,6280,43,13.95775,4
1984,6280,28,7.7213149,1
1983,6280,32,3.7918341,2
1984,6280,45,15.200514,2
1977,6280,46,13.728104,1
1984,6280,55,8.9601688,2
1982,6280,32,6.7808595,4
1981,6280,55,8.9341631,1
1978,6280,30,3.6455877,1
1983,6280,49,7.7781215,3
1980,6280,27,8.2932682,3
1982,6280,51,13.723168,1
1979,6280,39,2.0371549,4
1983,6280,26,8.5757656,2
1980,6280,41,10.336538,3
1977,6280,49,15.68926,1
1978,6280,31,12.100249,3
1976,6280,57,8.0066233,2
1980,6280,33,9.5442104,2
1983,6280,45,12.805442,2
1977,6280,46,11.505458,3
1977,6280,48,10.367988,2
1981,6280,43,10.459507,1
1981,6280,46,9.5878811,1
1976,6280,57,11.835877,2
1983,6280,26,3.9774485,2
1978,6280,31,12.322086,4
1981,6280,58,4.5760345,2
1978,6280,53,9.231842,1
1980,6280,35,15.811966,4
1980,6280,52,7.8197126,2
1981,6280,33,9.5878811,3
1980,6280,27,7.2115383,4
1978,6280,33,8.8927555,2
1978,6280,59,10.936764,2
1978,6280,54,10.329165,1
1982,6280,46,12.086756,2
1977,6280,27,5.4912415,2
1984,6280,52,5.6887536,2
1980,6280,49,6.8376069,2
1976,6280,29,10.559462,1
1981,6280,35,17.214605,4
1976,6280,26,8.0894747,4
1979,6280,59,11.213446,4
1977,6280,31,9.4227085,1
1984,6280,45,6.6089191,1
1979,6280,32,13.969063,4
1978,6280,48,14.582351,4
1983,6280,54,7.0321283,1
1976,6280,57,8.0936527,1
1979,6280,37,8.1849966,2
1978,6280,58,8.5703287,3
1981,6280,44,13.074384,2
1984,6280,59,6.0624118,2
1983,6280,30,8.3526421,4
1977,6280,45,19.611576,3
1978,6280,55,12.759558,4
1978,6280,53,7.8987727,1
1981,6280,25,7.8651385,4
1982,6280,52,10.828752,2
1984,6280,35,3.7175167,2
1978,6280,46,12.363297,1
1977,6280,32,17.258186,4
1976,6280,43,9.8852291,1
1980,6280,30,28.846153,4
1983,6280,31,5.7911649,3
1983,6280,30,4.7729383,2
1976,6280,29,9.3990803,2
1984,6280,55,12.829817,2
1980,6280,31,10.957693,4
1978,6280,53,10.94527,1
1977,6280,48,13.074384,4
1976,6280,51,4.3340206,1
1981,6280,25,11.331134,4
1976,6280,30,9.6427612,4
1983,6280,59,4.7220268,2
1984,6280,37,8.006959,4
1977,6280,54,2.3080292,4
1976,6280,26,5.2913337,3
1982,6280,30,4.8562284,3
1977,6280,46,10.622938,2
1978,6280,35,11.341828,3
1976,6280,33,2.6687419,1
1984,6280,26,5.9480271,2
1984,6280,31,9.532094,4
1984,6280,26,9.2690086,2
1981,6280,27,9.7123995,2
1976,6280,31,8.009409,2
1980,6280,27,4.4642859,3
1983,6280,39,7.5571513,2
1976,6280,27,5.9465284,2
1976,6280,58,13.924562,2
1976,6280,34,10.443422,2
1976,6280,44,9.283041,1
1980,6280,56,13.31361,2
1977,6280,54,16.055344,4
1982,6280,35,5.4188919,4
1977,6280,30,7.8446302,4
1977,6280,32,8.7162552,3
1983,6280,45,6.3639174,2
1978,6280,50,11.631856,1
1982,6280,40,8.2104416,2
1982,6280,42,11.675756,2
1983,6280,49,12.856846,2
1976,6280,47,6.8148456,2
1979,6280,31,7.0936646,4
1977,6280,33,7.0177488,3
1980,6280,28,14.423077,3
1982,6280,38,18.39139,4
1982,6280,31,10.878838,4
1982,6280,31,12.726187,2
1983,6280,43,22.373148,4
1977,6280,28,18.957859,2
1982,6280,27,1.707772,1
1980,6280,34,16.023558,4
1980,6280,28,9.0384617,4
1981,6280,34,12.84195,3
1982,6280,52,9.0314865,2
1979,6280,26,8.9968424,2
1984,6280,56,6.2149258,1
1981,6280,51,8.2408237,2
1979,6280,45,11.186164,2
1981,6280,28,11.76487,4
1984,6280,31,6.6551347,4
1976,6280,31,12.363497,4
1976,6280,32,9.0356493,1
1980,6280,32,14.000001,2
1980,6280,37,36.057693,4
1982,6280,41,22.578716,2
1983,6280,25,5.2354288,2
1980,6280,57,6.875,2
1979,6280,39,9.8768139,1
1980,6280,41,6.2500005,1
1978,6280,46,13.974752,4
1978,6280,27,12.151959,4
1981,6280,56,15.495565,2
1984,6280,34,9.9133787,3
1983,6280,32,5.3747263,2
1976,6280,55,13.715694,2
1982,6280,55,7.4061537,2
1984,6280,39,5.0359964,1
1980,6280,47,18.028845,4
1976,6280,43,8.9813433,2
1977,6280,45,12.119386,1
1976,6280,58,6.2660532,2
1979,6280,25,9.2763309,2
1978,6280,32,10.941017,3
1977,6280,27,7.0189834,4
1980,6280,59,11.634615,1
1980,6280,29,13.461538,2
1976,6280,35,9.9212523,3
1977,6280,52,9.1520691,1
1978,6280,50,13.036015,2
1984,6280,26,4.8179021,1
1982,6280,51,10.982697,3
1980,6280,53,11.538461,3
1977,6280,52,11.766946,1
1978,6280,29,11.489126,1
1976,6280,37,10.095309,4
1979,6280,37,5.3475313,2
1981,6280,51,6.1013789,1
1976,6280,32,9.7471943,2
1976,6280,27,23.671755,4
1982,6280,26,12.726187,4
1978,6280,46,7.2911754,3
1984,6280,31,11.964457,2
1982,6280,25,4.9810014,1
1981,6280,41,8.5841923,2
1976,6280,46,14.789278,1
1977,6280,32,5.8834724,4
1981,6280,26,9.7123995,4
1978,6280,46,6.3401527,2
1982,6280,25,7.09869,4
1981,6280,47,9.2004938,2
1982,6280,39,10.263053,2
1976,6280,35,12.532106,4
1982,6280,44,12.315663,2
1982,6280,27,6.1578317,2
1981,6280,26,2.1954069,2
1977,6280,53,3.5285811,2
1984,6280,32,13.344933,3
1981,6280,55,6.6653724,2
1984,6280,58,10.763096,1
1981,6280,26,9.718626,2
1978,6280,25,4.739264,4
1979,6280,40,15.856426,2
1979,6280,30,3.8196657,3
1979,6280,27,12.222928,4
1977,6280,56,17.519676,4
1977,6280,30,15.035541,2
1980,6280,39,12.500001,2
1978,6280,27,6.3797779,3
1981,6280,54,12.202758,2
1980,6280,48,9.1346159,2
1977,6280,34,13.074384,1
1976,6280,43,10.262402,2
1981,6280,57,5.665566,2
1982,6280,35,13.062067,2
1977,6280,46,7.5831432,1
1980,6280,45,10.576922,1
1982,6280,39,9.3106413,2
1983,6280,36,8.4852228,3
1978,6280,27,4.2774897,4
1976,6280,55,9.349349,2
1979,6280,51,19.098326,4
1984,6280,28,11.004895,4
1981,6280,59,13.074384,4
1977,6280,29,7.8446302,4
1976,6280,43,9.2319851,2
1976,6280,54,7.6933212,2
1980,6280,31,9.8039227,2
1984,6280,25,7.4512324,2
1982,6280,43,16.613018,4
1977,6280,55,5.033638,3
1982,6280,50,11.494619,2
1984,6280,36,6.4818244,4
1977,6280,39,17.877258,4
1982,6280,27,4.1052208,2
1979,6280,25,5.2383981,4
1983,6280,41,10.833811,2
1979,6280,31,11.231634,2
1982,6280,33,10.263053,4
1977,6280,36,22.880173,2
1982,6280,47,4.1873255,1
1981,6280,27,17.232765,3
1978,6280,58,12.78849,2
1980,6280,32,12.205883,2
1982,6280,35,8.620965,2
1983,6280,36,5.1706829,4
1977,6280,31,5.4389439,4
1982,6280,33,12.315663,2
1980,6280,53,7.2115383,1
1978,6280,49,9.7215672,2
1984,6280,33,4.736392,2
1977,6280,39,8.93923,2
1984,6280,25,9.9133787,2
1983,6280,36,2.784214,3
1979,6280,46,9.2370424,1
1978,6280,29,7.5949745,4
1982,6280,39,9.5068283,4
1984,6280,44,10.309913,3
1982,6280,46,10.263053,2
1976,6280,51,11.138954,2
1981,6280,31,2.4964674,4
1978,6280,35,6.6283412,3
1976,6280,38,8.5984173,1
1978,6280,38,9.7215672,1
1979,6280,39,10.913328,2
1980,6280,26,7.692307,3
1984,6280,34,6.9047027,3
1983,6280,56,5.8738956,1
1979,6280,59,8.1849966,1
1976,6280,26,9.7471943,2
1977,6280,35,13.401245,2
1977,6280,43,12.626119,2
1979,6280,42,9.0034962,2
1976,6280,48,8.3547373,1
1982,6280,49,11.084097,2
1977,6280,26,5.8834724,2
1980,6280,27,7.39645,2
1984,6280,26,11.438513,2
1977,6280,44,24.887093,4
1979,6280,29,6.9891257,4
1980,6280,52,9.918478,1
1977,6280,41,7.7714148,4
1982,6280,30,9.2933302,4
1978,6280,26,7.1615548,1
1984,6280,33,8.006959,2
1979,6280,28,8.1849966,2
1980,6280,33,4.8369565,3
1978,6280,30,4.7237368,2
1977,6280,58,7.8446302,3
1976,6280,39,12.711579,2
1980,6280,55,12.01923,2
1984,6280,41,9.3643293,4
1981,6280,34,9.1943426,2
1982,6280,36,9.4036932,2
1976,6280,51,13.228336,1
1976,6280,40,11.070028,2
1976,6280,58,3.0487463,1
1979,6280,30,10.913328,2
1978,6280,28,9.3280745,2
1982,6280,35,9.0314865,2
1981,6280,26,2.832783,2
1983,6280,30,12.330089,2
1984,6280,25,10.505132,4
1979,6280,26,7.2327561,2
1977,6280,33,10.89532,2
1978,6280,31,11.394285,3
1976,6280,52,25.057251,4
1978,6280,54,10.110431,2
1983,6280,48,19.960823,4
1977,6280,58,14.381823,2
1980,6280,25,3.087981,3
1977,6280,46,3.9223156,1
1978,6280,53,10.961676,2
1984,6280,36,11.455458,4
1982,6280,52,17.153961,2
1984,6280,38,11.438513,2
1978,6280,25,5.1839356,2
1978,6280,26,15.139314,2
1977,6280,33,8.4983501,1
1980,6280,43,8.750001,2
1982,6280,31,8.449914,2
1984,6280,25,4.0377951,2
1979,6280,36,10.913328,4
1979,6280,46,15.688456,4
1978,6280,48,12.212718,2
1983,6280,37,7.6720552,3
1977,6280,30,11.521497,2
1983,6280,56,15.053845,2
1976,6280,32,8.2281513,2
1978,6280,41,9.0860205,2
1978,6280,27,8.5063715,2
1976,6280,31,4.40239,3
1976,6280,49,6.5445447,2
1978,6280,46,13.974752,2
1978,6280,33,15.189949,4
1984,6280,47,14.298141,2
1977,6280,31,4.7067785,2
1983,6280,59,13.273349,2
1976,6280,42,13.924562,2
1976,6280,43,8.6130381,2
1978,6280,41,6.9439764,1
1983,6280,31,7.8276176,3
1982,6280,39,14.824411,2
1980,6280,31,9.1346159,2
1977,6280,58,15.68926,3
1977,6280,39,10.165645,2
1983,6280,37,10.937984,2
1977,6280,42,10.459507,2
1982,6280,48,8.3988514,2
1981,6280,57,13.597361,2
1980,6280,33,8.9560452,4
1977,6280,58,11.735815,1
1982,6280,54,13.136707,2
1984,6280,25,7.1954603,3
1981,6280,35,11.331134,2
1978,6280,45,9.1139698,1
1977,6280,28,7.1661758,1
1981,6280,30,8.7162552,4
1984,6280,33,5.3888106,3
1980,6280,28,9.0865383,4
1982,6280,39,3.3301556,2
1976,6280,25,10.599686,2
1979,6280,25,6.4671583,4
1980,6280,36,4.8076925,2
1979,6280,58,5.848135,2
1979,6280,31,12.004662,2
1982,6280,27,19.1577,2
1984,6280,43,17.539053,2
1984,6280,39,16.522299,4
1978,6280,49,10.936764,1
1984,6280,46,4.9566894,1
1981,6280,26,15.074939,2
1981,6280,31,8.611661,4
1979,6280,33,7.9369678,4
1977,6280,48,4.7480659,1
1977,6280,28,9.805788,3
1980,6280,48,9.6153841,2
1983,6280,33,6.8942437,4
1979,6280,25,10.539159,3
1979,6280,40,15.824328,4
1982,6280,42,13.136707,2
1984,6280,27,3.4315541,3
1976,6280,28,9.6775703,2
1980,6280,31,7.2115383,4
1979,6280,51,13.095994,1
1980,6280,39,9.0288467,2
1982,6280,29,8.6425714,4
1984,6280,51,14.247972,4
1977,6280,30,9.3481855,3
1984,6280,37,15.220847,4
1984,6280,47,5.2731547,1
1982,6280,53,14.368275,4
1984,6280,38,1.7423514,4
1979,6280,36,15.824328,4
1981,6280,52,21.79064,2
1982,6280,51,7.1522074,2
1980,6280,43,8.0128202,2
1981,6280,54,6.5371919,3
1982,6280,34,7.4715033,4
1976,6280,54,4.5254827,3
1981,6280,47,15.958591,2
1978,6280,25,12.638036,4
1977,6280,28,9.7495689,3
1981,6280,42,10.916238,2
1980,6280,38,9.6153841,2
1980,6280,32,3.4999998,4
1981,6280,58,17.863594,1
1981,6280,33,7.0819578,4
1984,6280,40,4.280777,2
1977,6280,25,7.8446302,4
1982,6280,39,9.91436,2
1976,6280,29,8.5403996,4
1979,6280,30,10.09483,4
1976,6280,25,10.025684,1
1977,6280,50,7.8446302,2
1983,6280,31,8.3526421,3
1981,6280,44,11.766946,1
1984,6280,54,4.5754056,4
1984,6280,33,15.648562,3
1978,6280,48,15.189949,2
1980,6280,39,8.4615383,2
1983,6280,35,8.4154434,3
1981,6280,35,6.9294233,2
1979,6280,26,4.5835986,4
1978,6280,30,12.638036,4
1978,6280,35,7.6962399,4
1977,6280,46,15.035541,2
1983,6280,27,8.7271042,4
1980,6280,27,10,4
1976,6280,47,11.188385,2
1978,6280,58,8.9737549,3
1978,6280,33,10.134734,2
1984,6280,37,4.3748503,2
1983,6280,39,29.830864,2
1984,6280,26,3.4315541,4
1978,6280,47,14.05617,1
1976,6280,45,6.7151875,1
1981,6280,31,13.597361,2
1978,6280,48,19.655792,4
1982,6280,36,22.168194,4
1979,6280,45,6.547998,1
1976,6280,33,6.8230362,1
1977,6280,28,8.3723125,4
1976,6280,25,8.2751684,2
1982,6280,38,11.905143,3
1980,6280,45,17.307692,3
1979,6280,41,10.913328,2
1984,6280,46,8.2570181,2
1982,6280,38,9.8525305,2
1981,6280,42,17.43251,1
1984,6280,37,6.4818244,3
1980,6280,38,8.750001,1
1983,6280,53,14.773381,2
1983,6280,34,8.7503872,2
1977,6280,58,9.805788,2
1984,6280,33,9.1643686,2
1981,6280,39,12.275393,2
1979,6280,55,16.369993,2
1976,6280,25,5.8028011,2
1978,6280,41,4.739264,1
1982,6280,27,3.1715765,1
1983,6280,52,17.970949,2
1977,6280,59,8.6930885,2
1978,6280,27,2.5276074,2
1977,6280,44,8.3273535,1
1982,6280,32,9.442008,2
1978,6280,35,16.445246,4
1980,6280,46,4.0865383,1
1984,6280,55,22.86902,4
1982,6280,54,7.3893981,2
1983,6280,50,12.091442,2
1980,6280,31,7.692307,4
1982,6280,38,7.0428314,4
1978,6280,27,5.589901,4
1981,6280,58,15.253448,4
1983,6280,58,17.235607,1
1978,6280,57,13.367155,1
1977,6280,29,7.123034,2
1984,6280,57,8.3958683,2
1979,6280,54,10.277083,2
1982,6280,35,8.6620159,3
1978,6280,44,6.8050971,4
1980,6280,49,8.1730757,2
1978,6280,42,13.367155,1
1978,6280,40,15.797545,4
1982,6280,58,5.450336,1
1979,6280,55,7.0936646,1
1983,6280,37,2.9783132,2
1978,6280,39,10.207646,2
1979,6280,26,7.5665751,4
1978,6280,36,9.4833889,2
1977,6280,45,16.320755,2
1981,6280,28,6.9730053,2
1978,6280,26,11.645627,2
1980,6280,53,8.750001,1
1980,6280,29,7.7272725,3
1984,6280,43,15.25135,4
1984,6280,36,8.1764345,3
1980,6280,37,12.163461,3
1983,6280,36,12.263798,2
1977,6280,26,12.420667,4
1984,6280,42,14.223544,1
1977,6280,31,7.354341,2
1977,6280,29,11.440086,2
1977,6280,44,8.8533201,2
1980,6280,48,20.192308,4
1979,6280,48,11.622697,2
1980,6280,43,11.007213,2
1977,6280,28,6.7808981,2
1976,6280,53,9.7471943,2
1981,6280,35,10.459507,4
1982,6280,48,16.161026,2
1979,6280,33,10.367663,3
1979,6280,26,6.8208313,3
1984,6280,28,5.7192564,4
1978,6280,29,11.54436,2
1984,6280,29,8.7458878,2
1977,6280,25,7.5177703,3
1977,6280,53,9.5181522,1
1978,6280,47,10.025367,3
1976,6280,50,5.9561195,2
1979,6280,52,7.6393304,1
1979,6280,59,8.7306643,3
1979,6280,47,12.277495,1
1977,6280,59,9.5878811,1
1977,6280,54,12.878268,4
1980,6280,33,10.865384,1
1979,6280,43,9.2138176,4
1984,6280,28,16.09639,2
1977,6280,30,5.4258699,2
1976,6280,34,17.405703,4
1982,6280,52,6.0991859,2
1982,6280,40,3.196599,2
1976,6280,39,11.000404,2
1978,6280,57,12.759558,2
1980,6280,29,8.333334,4
1979,6280,51,8.6504507,1
1982,6280,34,8.3058968,2
1981,6280,43,7.6703048,2
1981,6280,53,7.8446302,2
1978,6280,40,9.5398951,2
1980,6280,26,4,2
1979,6280,58,11.127317,2
1976,6280,48,9.7471943,1
1980,6280,55,3,1
1976,6280,58,8.5991144,2
1984,6280,27,9.532094,2
1981,6280,33,9.5878811,2
1981,6280,34,7.9840913,1
1981,6280,36,19.092749,4
1981,6280,37,10.023694,2
1982,6280,32,10.162824,2
1978,6280,31,14.701803,2
1982,6280,25,6.4688334,2
1980,6280,29,10.697674,4
1980,6280,54,5.1282053,2
1981,6280,35,4.9573708,1
1976,6280,49,22.544565,4
1982,6280,26,4.1360102,1
1981,6280,27,2.572088,2
1976,6280,58,9.0615988,2
1984,6280,54,10.294662,2
1982,6280,57,3.3662813,1
1982,6280,47,9.3906937,1
1976,6280,37,6.1217446,2
1981,6280,26,18.129814,4
1980,6280,25,9.0576935,4
1980,6280,29,18.333334,2
1977,6280,37,9.805788,3
1977,6280,55,9.2945795,2
1981,6280,39,8.1140423,4
1984,6280,42,5.3379726,2
1983,6280,30,8.9492588,4
1983,6280,50,11.136856,1
1981,6280,51,16.9967,2
1984,6280,41,10.980972,3
1980,6280,25,4.8076925,2
1980,6280,43,10.576922,2
1980,6280,25,6.2219229,2
1979,6280,32,10.913328,2
1978,6280,28,11.337779,2
1976,6280,37,13.228336,2
1976,6280,28,5.1413774,2
1982,6280,26,4.1052208,2
1976,6280,29,4.5000553,2
1976,6280,31,8.5636072,2
1984,6280,29,4.2703786,2
1977,6280,44,7.5190792,2
1980,6280,27,12.01923,3
1982,6280,38,12.129064,3
1983,6280,30,9.2632675,4
1976,6280,27,6.6837907,3
1978,6280,57,36.455879,4
1978,6280,25,6.0759797,3
1980,6280,28,4.166667,2
1976,6280,27,10.443422,2
1979,6280,54,21.280994,4
1984,6280,32,18.30162,4
1977,6280,30,14.054963,4
1980,6280,32,8.6538458,2
1978,6280,49,18.568195,4
1978,6280,25,6.5123696,4
1984,6280,52,19.064188,4
1983,6280,36,5.1706829,2
1982,6280,27,9.1956949,2
1976,6280,29,7.2554307,3
1983,6280,27,5.568428,2
1984,6280,53,21.351891,4
1977,6280,28,4.6340518,2
1982,6280,39,10.263053,1
1982,6280,54,9.442008,2
1983,6280,50,11.932345,2
1981,6280,33,13.874857,2
1982,6280,50,14.267558,1
1976,6280,49,7.6585097,2
1980,6280,42,6.041667,1
1980,6280,48,9.1346159,2
1978,6280,58,7.2304158,2
1976,6280,30,11.139649,4
1976,6280,52,13.924562,2
1976,6280,29,11.835877,4
1979,6280,27,10.751266,3
1983,6280,44,11.932345,2
1984,6280,26,4.6339097,2
