year,metarea,age,wage,edcode
1981,1600,56,10.89532,1
1977,1600,39,9.1520691,2
1979,1600,33,9.8219957,3
1983,1600,30,7.3099051,4
1977,1600,28,5.8834724,4
1976,1600,30,3.8215189,3
1979,1600,32,14.770099,2
1984,1600,27,9.0636597,2
1981,1600,35,9.5878811,3
1982,1600,33,7.0848169,3
1981,1600,47,13.510198,3
1978,1600,44,13.367155,2
1983,1600,47,12.091442,4
1976,1600,57,7.9648509,3
1984,1600,31,10.866589,2
1983,1600,27,8.7503872,3
1978,1600,30,10.801742,2
1982,1600,33,18.245426,4
1977,1600,34,3.6673648,1
1981,1600,54,12.638572,2
1982,1600,34,11.93251,3
1976,1600,39,8.3547373,4
1984,1600,27,9.1508102,3
1980,1600,28,6.2500005,3
1976,1600,26,8.0453033,4
1978,1600,46,19.443134,4
1981,1600,55,17.43251,4
1984,1600,29,8.3882427,2
1983,1600,36,10.124414,4
1976,1600,29,6.6837907,3
1982,1600,44,12.520925,2
1979,1600,29,15.278661,4
1983,1600,25,4.7729383,1
1980,1600,35,19.230768,4
1981,1600,25,8.9341631,4
1977,1600,31,14.708682,1
1982,1600,38,6.5982099,3
1984,1600,37,9.8340702,4
1979,1600,59,12.004662,2
1977,1600,30,10.459507,3
1983,1600,36,6.8942437,2
1978,1600,41,4.4557185,1
1983,1600,30,9.5458765,2
1978,1600,26,13.367155,3
1984,1600,26,4.3575287,3
1979,1600,37,32.739986,4
1976,1600,28,16.709475,4
1976,1600,55,7.5304031,2
1980,1600,58,12.980769,4
1980,1600,58,11.538461,3
1983,1600,54,5.5366077,3
1976,1600,51,7.4264331,1
1983,1600,35,5.3616004,2
1976,1600,27,9.7471943,2
1976,1600,51,10.095309,2
1977,1600,56,15.738943,3
1981,1600,48,10.89532,2
1981,1600,39,13.597361,1
1984,1600,38,9.4558382,4
1977,1600,27,5.2825794,3
1977,1600,54,4.8610559,1
1976,1600,34,5.5698256,4
1982,1600,48,10.263053,2
1977,1600,58,13.074384,3
1982,1600,41,12.315663,3
1984,1600,36,16.776485,3
1982,1600,28,13.136707,2
1984,1600,56,5.528615,2
1977,1600,27,3.3993402,1
1976,1600,35,3.3975935,4
1982,1600,44,11.973562,2
1976,1600,56,10.343961,1
1980,1600,29,12.980769,4
1976,1600,29,11.835877,2
1981,1600,34,10.677414,2
1983,1600,49,6.788322,3
1980,1600,47,4.6875,4
1981,1600,38,9.2973385,4
1982,1600,54,16.010365,4
1978,1600,29,15.189949,4
1977,1600,52,11.257073,1
1982,1600,56,8.7969017,3
1976,1600,37,17.135567,3
1984,1600,51,9.4558382,2
1976,1600,55,17.432997,1
1977,1600,59,24.187613,4
1984,1600,51,5.5514913,3
1982,1602,49,10.673576,1
1982,1602,26,6.5227404,3
1977,1602,50,8.7336893,1
1982,1602,36,9.5500422,1
1981,1602,45,11.766946,4
1979,1602,43,15.278661,3
1984,1602,35,11.819798,3
1981,1602,56,13.946009,1
1978,1602,32,14.755949,2
1978,1602,54,13.281485,1
1978,1602,25,5.589901,2
1978,1602,37,15.797545,2
1978,1602,38,11.676449,2
1978,1602,56,2.3567436,2
1977,1602,26,12.990707,2
1978,1602,55,12.759558,1
1978,1602,30,12.03044,2
1976,1602,36,12.764183,1
1977,1602,54,11.949988,1
1976,1602,28,8.3547373,3
1978,1602,48,11.095268,1
1976,1602,56,13.18018,1
1978,1602,53,8.5063715,1
1978,1602,25,9.7215672,4
1978,1602,34,12.422002,4
1976,1602,32,4.8735971,3
1976,1602,52,10.652289,3
1976,1602,47,4.1338549,2
1976,1602,49,10.443422,1
1976,1602,37,7.7977548,4
1979,1602,47,21.826656,1
1983,1602,58,11.534599,2
1976,1602,57,19.146275,1
1978,1602,49,12.111454,1
1980,1602,26,9.7619038,3
1982,1602,47,16.736164,2
1982,1602,25,12.096719,2
1984,1602,59,10.958477,2
1981,1602,34,13.510198,3
1978,1602,34,12.151959,3
1980,1602,39,12,2
1977,1602,47,12.03933,2
1976,1602,30,8.6889277,1
1980,1602,30,2.875,4
1980,1602,28,12.980769,4
1981,1602,25,10.386475,1
1983,1602,57,13.92107,2
1980,1602,27,12.01923,4
1977,1602,56,15.68926,2
1977,1602,57,10.263391,3
1982,1602,58,5.2140412,2
1977,1602,50,7.1909113,1
1977,1602,43,16.826735,1
1977,1602,38,12.451794,2
1977,1602,26,12.108189,4
1977,1602,35,7.6320848,2
1977,1602,52,11.113226,1
1977,1602,32,13.074384,4
1976,1602,27,9.1679325,4
1983,1602,26,6.5627894,3
1977,1602,35,22.212006,2
1984,1602,50,4.2840872,3
1980,1602,35,1.875,2
1977,1602,30,7.5853038,2
1977,1602,54,19.611576,2
1979,1602,28,18.279829,2
1980,1602,28,5,3
1980,1602,40,12.500001,2
1978,1602,27,6.4453988,2
1977,1602,42,4.7213054,1
1980,1602,41,12.836538,2
1980,1602,28,13.020835,2
1981,1602,32,3.2374666,4
1982,1602,42,17.344559,2
1983,1602,55,8.3526421,1
1981,1602,32,8.0189552,2
1980,1602,31,15.196078,2
1978,1602,26,4.8144908,2
1981,1602,36,14.715757,2
1981,1602,55,7.7201128,2
1982,1602,27,8.0393915,2
1980,1602,48,21.874998,1
1981,1602,28,6.5371919,2
1976,1602,53,13.228336,2
1982,1602,35,8.1119165,2
1979,1602,31,9.8219957,2
1981,1602,52,4.3581276,1
1982,1602,42,11.785614,2
1979,1602,59,16.18927,2
1980,1602,39,11.5,2
1979,1602,25,13.532529,2
1979,1602,44,13.052342,1
1976,1602,53,11.758521,2
1979,1602,35,12.253487,3
1982,1602,41,10.263053,1
1980,1602,32,14.416345,2
1983,1602,49,3.3145404,2
1982,1602,38,10.556282,4
1976,1602,49,10.211346,4
1980,1602,39,10.4375,2
1981,1602,28,5.6171432,2
1979,1602,31,13.641661,2
1976,1602,32,12.392861,2
1980,1602,26,10.961539,2
1976,1602,25,22.627417,4
1980,1602,29,10.599999,2
1977,1602,50,10.459507,2
1983,1602,58,5.9661727,1
1981,1602,29,6.9730053,3
1979,1602,40,13.641661,2
1977,1602,46,13.728104,4
1979,1602,35,9.8219957,2
1980,1602,26,4.2583332,3
1981,1602,33,7.0819578,2
1979,1602,33,15.824328,2
1979,1602,35,15.005828,1
1979,1602,28,10.083916,4
1978,1602,36,13.939012,2
1979,1602,59,13.937413,1
1979,1602,52,11.978471,2
1981,1602,26,6.2321229,1
1979,1602,33,9.9032116,4
1980,1602,54,15.384614,2
1979,1602,50,9.6037292,1
1979,1602,47,10.913328,1
1976,1602,46,8.3547373,2
1979,1602,45,10.913328,1
1976,1602,34,15.665133,2
1984,1602,46,8.8966217,1
1977,1602,43,16.342979,2
1978,1602,50,10.329165,1
1982,1602,41,13.136707,3
1984,1602,58,12.689124,2
1981,1602,27,9.1520691,3
1984,1602,54,7.1376324,1
1984,1602,54,12.811134,2
1977,1602,26,12.420667,3
1984,1602,39,11.815983,3
1984,1602,31,2.2720702,2
1979,1602,25,27.283321,2
1983,1602,31,11.136856,4
1983,1602,37,7.9548969,1
1984,1602,45,6.1005406,2
1984,1602,58,9.532094,1
1980,1602,33,12.01923,3
1984,1602,27,7.0156217,4
1984,1602,53,19.826757,4
1984,1602,59,17.15777,2
1983,1602,51,9.5458765,3
1981,1602,32,8.8294077,4
1980,1602,51,7.2115383,1
1977,1602,47,11.505458,4
1984,1602,58,9.532094,1
1983,1602,53,10.228551,1
1982,1602,30,6.5297165,2
1982,1602,28,4.696373,3
1982,1602,47,11.60171,2
1982,1602,27,12.315663,3
1977,1602,49,12.836667,1
1984,1602,54,10.499029,1
1982,1602,27,12.726187,2
1982,1602,26,11.266551,2
1977,1602,33,11.113226,2
1983,1602,42,12.374285,3
1976,1602,35,8.8921766,2
1982,1602,51,3.2020724,1
1981,1602,38,13.338287,2
1983,1602,58,14.124792,2
1981,1602,46,20.603485,2
1978,1602,44,11.151209,1
1977,1602,54,13.074384,2
1984,1602,34,11.476642,3
1976,1602,52,7.6585097,1
1982,1602,27,4.4473228,1
1976,1602,48,14.214659,1
1979,1602,43,10.307639,2
1982,1602,30,11.529556,4
1978,1602,45,14.482043,2
1977,1602,33,11.766946,3
1980,1602,26,5.1851854,1
1981,1602,54,8.1078625,1
1981,1602,40,9.4135561,2
1979,1602,28,8.8397961,2
1979,1602,30,16.915661,2
1982,1602,58,11.571387,2
1981,1602,29,15.253448,2
1984,1602,56,8.3013105,1
1981,1602,25,5.2297535,4
1983,1602,32,6.761662,4
1980,1602,37,9.4405584,2
1978,1602,51,11.54436,1
1977,1602,44,13.181112,2
1983,1602,29,5.6078839,3
1978,1602,58,12.151959,2
1984,1602,36,9.9133787,2
1984,1602,33,2.8748798,2
1977,1602,50,9.8406534,4
1983,1602,45,9.4012423,1
1978,1602,29,13.367155,2
1976,1602,28,10.443422,3
1982,1602,30,13.235232,2
1980,1602,27,5.4426708,2
1984,1602,28,9.532094,4
1981,1602,42,21.79064,2
1979,1602,40,13.095994,2
1980,1602,36,11.538461,2
1981,1602,43,11.656461,2
1980,1602,31,8.6500006,4
1978,1602,54,14.744375,1
1979,1602,33,10.913328,1
1979,1602,36,18.006992,2
1981,1602,55,7.8446302,1
1983,1602,28,12.373862,2
1976,1602,36,12.671353,2
1980,1602,36,11.875,3
1980,1602,38,16.586538,3
1983,1602,35,8.7503872,2
1980,1602,32,13.966346,4
1979,1602,55,15.093136,2
1980,1602,54,4.375,1
1977,1602,31,17.388929,2
1978,1602,46,30.379898,1
1979,1602,36,10.438836,2
1977,1602,33,13.155447,2
1978,1602,56,15.700333,2
1983,1602,27,8.1076298,2
1979,1602,56,27.23967,1
1983,1602,38,11.926777,3
1983,1602,28,8.4446373,2
1977,1602,44,7.0601673,2
1981,1602,51,4.8723869,2
1981,1602,46,12.202758,1
1977,1602,52,10.786367,1
1978,1602,34,9.3078833,3
1983,1602,42,6.618474,4
1978,1602,43,9.6719675,1
1981,1602,52,5.2297535,1
1981,1602,30,7.5540891,1
1983,1602,28,3.6194782,1
1983,1602,58,5.9661727,1
1982,1602,36,4.5978475,1
1976,1602,31,11.023614,2
1979,1602,38,10.913328,2
1981,1602,28,6.6098275,3
1982,1602,28,6.5273013,3
1983,1602,31,9.9436216,4
1982,1602,30,14.231435,3
1983,1602,26,1.6546185,2
1981,1602,34,10.575725,2
1982,1602,59,11.453604,2
1976,1602,45,6.6837907,4
1983,1602,39,9.3470049,3
1976,1602,46,13.033392,1
1984,1602,52,9.1027679,3
1980,1602,53,18.750002,1
1977,1602,55,20.39604,2
1979,1602,31,13.969063,3
1980,1602,41,12.500001,2
1978,1602,50,16.726814,2
1978,1602,32,19.988731,2
1981,1602,57,10.89532,2
1977,1602,33,10.89532,3
1979,1602,31,10.913328,3
1978,1602,56,14.341036,2
1984,1602,54,11.819798,2
1976,1602,48,13.924562,3
1976,1602,27,8.1458702,3
1981,1602,28,12.115595,2
1981,1602,46,2.5439847,1
1983,1602,31,6.2445936,4
1981,1602,45,6.5371919,2
1982,1602,32,8.1322479,2
1978,1602,58,6.9509206,1
1977,1602,36,15.174131,2
1977,1602,39,15.729425,4
1976,1602,25,7.6903634,2
1984,1602,59,6.8732758,2
1977,1602,55,13.074384,2
1982,1602,35,11.510717,3
1984,1602,49,6.1005406,2
1980,1602,54,10.714286,1
1978,1602,42,15.068427,3
1983,1602,26,11.89257,3
1983,1602,59,6.1871419,3
1983,1602,44,11.307091,2
1984,1602,33,9.4897289,3
1980,1602,32,9.6153841,2
1977,1602,48,12.162217,2
1981,1602,32,6.1013789,3
1980,1602,56,12.451924,2
1983,1602,41,11.667182,4
1977,1602,53,11.766946,1
1980,1602,55,3.846154,1
1980,1602,36,9.0562506,2
1983,1602,59,4.9718108,2
1984,1602,30,5.7955132,3
1981,1602,41,14.28708,2
1982,1602,34,11.823036,2
1984,1602,25,9.1508102,2
1984,1602,27,4.1941214,2
1980,1602,26,8.9445429,3
1976,1602,47,13.033392,2
1981,1602,59,9.0649071,2
1980,1602,27,10.833332,2
1982,1602,38,8.620965,3
1984,1602,31,11.235162,2
1976,1602,38,14.133433,4
1984,1602,57,10.675945,1
1983,1602,59,12.488791,1
1977,1602,25,12.198587,2
1978,1602,41,14.886147,3
1979,1602,40,9.6473827,2
1980,1602,35,13.373859,2
1977,1602,33,7.8446302,2
1979,1602,43,13.618975,3
1980,1602,33,9.5192308,2
1979,1602,54,5.4046965,1
1976,1602,34,11.506085,2
1979,1602,59,12.295684,1
1977,1602,55,26.316772,2
1976,1602,37,15.317019,2
1981,1602,37,15.253448,2
1977,1602,40,10.720996,3
1977,1602,29,12.387979,3
1984,1602,42,10.82846,4
1980,1602,53,11.522838,2
1981,1602,29,5.132906,2
1978,1602,30,10.126633,3
1978,1602,31,7.2911754,2
1977,1602,45,7.8446302,2
1976,1602,29,10.648196,2
1982,1602,43,16.420883,2
1977,1602,33,13.668674,2
1976,1602,31,13.228336,2
1979,1602,37,7.7484641,1
1978,1602,34,11.605122,2
1977,1602,36,16.495514,2
1982,1602,46,12.156016,1
1980,1602,26,3.8636363,2
1981,1602,45,13.466617,1
1978,1602,57,12.70386,2
1976,1602,48,6.0339775,3
1983,1602,25,4.7729383,2
1979,1602,34,11.822774,2
1984,1602,48,5.834404,2
1982,1602,40,9.3833618,2
1984,1602,31,14.737887,2
1980,1602,43,14.423077,2
1977,1602,29,4.4481959,2
1977,1602,28,2.486748,1
1977,1602,55,2.8063703,2
1976,1602,47,15.317019,2
1979,1602,38,13.095994,2
1983,1602,39,17.898518,4
1976,1602,30,7.2549396,1
1982,1602,57,8.2104416,1
1979,1602,55,6.547998,1
1977,1602,48,9.936533,2
1980,1602,55,12.980769,1
1982,1602,57,5.3147292,1
1981,1602,28,10.89532,2
1976,1602,46,9.9321136,4
1976,1602,27,8.6641722,4
1978,1602,58,13.488676,1
1978,1602,45,4.4098105,2
1980,1602,44,9.6153841,2
1979,1602,27,3.1077006,2
1984,1602,55,13.997691,1
1978,1602,36,12.151959,2
1979,1602,51,10.367663,1
1984,1602,33,7.6256752,4
1976,1602,32,7.9195943,2
1982,1602,30,9.5392647,2
1978,1602,27,11.54436,3
1980,1602,54,14.423077,2
1980,1602,58,12.500001,2
1981,1602,38,4.3581276,2
1980,1602,40,10.096153,1
1976,1602,32,7.360126,3
1981,1602,56,3.9253657,1
1979,1602,28,7.4210649,4
1983,1602,56,20.68273,2
1976,1602,53,19.424767,2
1980,1602,33,7.7777781,2
1983,1602,53,11.582329,2
1980,1602,44,9.0277767,2
1981,1602,58,13.074384,2
1982,1602,50,18.975246,1
1981,1602,36,1.8129812,2
1982,1602,42,3.9378543,1
1980,1602,41,9.6153841,1
1979,1602,36,15.13315,2
1977,1602,37,13.401245,2
1977,1602,51,11.113226,2
1977,1602,49,11.505458,3
1984,1602,30,8.3272381,2
1983,1602,44,15.114303,2
1982,1602,25,12.313611,3
1980,1602,32,6.3194442,1
1979,1602,30,13.816277,2
1977,1602,40,2.4632897,2
1981,1602,40,10.258924,2
1977,1602,49,15.531716,2
1984,1602,36,12.201079,2
1981,1602,44,14.730473,2
1980,1602,57,16.826923,2
1981,1602,30,19.369457,2
1982,1602,39,4.9611597,2
1981,1602,34,15.13795,3
1983,1602,42,9.9436216,1
1980,1602,43,12,1
1979,1602,47,17.461329,2
1980,1602,36,9.6153841,2
1976,1602,32,18.075661,3
1979,1602,37,12.550327,2
1983,1602,51,7.3409905,1
1982,1602,29,4.9262652,3
1979,1602,32,10.367663,2
1984,1602,28,4.7584214,2
1980,1602,48,12.820512,1
1984,1602,39,10.218406,2
1983,1602,35,7.1594071,1
1981,1602,37,8.2181835,2
1979,1602,54,24.554991,4
1984,1602,41,9.532094,2
1983,1602,31,14.15349,3
1978,1602,46,12.151959,2
1979,1602,31,13.095994,2
1982,1602,43,11.453568,2
1978,1602,30,3.7118711,4
1980,1602,34,13.555194,3
1978,1602,52,11.54436,2
1977,1602,53,22.968513,1
1982,1602,56,10.263053,2
1978,1602,32,5.8329401,4
1981,1602,32,11.307361,4
1979,1602,53,15.824328,1
1977,1602,31,6.408565,1
1982,1602,31,6.0986137,2
1983,1602,43,3.0083973,2
1978,1602,30,10.531696,3
1981,1602,29,14.50385,4
1984,1602,27,5.4904866,2
1976,1602,41,18.101933,2
1981,1602,44,12.136078,1
1976,1602,32,10.443422,2
1983,1602,50,5.2334847,3
1982,1602,41,4.1925664,4
1979,1602,31,8.1849966,4
1979,1602,36,8.7306643,2
1976,1602,49,10.095309,1
1976,1602,37,12.293224,2
1979,1602,31,11.822774,2
1982,1602,30,10.673576,4
1980,1602,26,13.942308,2
1983,1602,50,11.720215,1
1979,1602,55,9.8442698,1
1980,1602,37,13.461538,2
1982,1602,43,17.53516,2
1983,1602,44,9.5458765,2
1982,1602,46,11.084097,4
1976,1602,25,9.6824293,2
1978,1602,53,11.54436,1
1978,1602,36,16.417059,2
1977,1602,49,5.2675238,3
1978,1602,36,7.5536566,1
1980,1602,42,10.595239,2
1979,1602,49,12.284045,1
1983,1602,29,2.0284986,1
1984,1640,54,14.697959,2
1977,1640,28,5.3892612,2
1982,1640,55,12.438821,2
1981,1640,25,10.459507,1
1977,1640,29,5.8108377,4
1976,1640,41,19.231213,2
1978,1640,45,13.549433,1
1977,1640,50,7.0819578,1
1978,1640,33,11.599598,2
1978,1640,53,20.98036,4
1978,1640,35,3.0922856,3
1979,1640,43,10.088918,2
1980,1640,36,8.1730757,1
1980,1640,44,5.3624263,4
1977,1640,48,6.7550983,1
1978,1640,58,13.974752,2
1979,1640,46,3.4393523,1
1978,1640,31,10.126633,3
1978,1640,36,16.332233,4
1978,1640,47,18.835535,4
1978,1640,40,7.1088963,1
1978,1640,25,8.3229446,3
1982,1640,38,11.084097,3
1978,1640,59,13.90488,4
1978,1640,29,8.8132133,2
1978,1640,37,15.42205,2
1982,1640,29,4.9262652,3
1981,1640,56,19.894445,2
1978,1640,28,9.5271368,2
1976,1640,31,9.2459087,2
1977,1640,53,6.8522844,1
1982,1640,44,10.803214,2
1980,1640,32,12.01923,4
1976,1640,37,9.301609,2
1976,1640,53,15.317019,1
1978,1640,30,9.563592,4
1977,1640,26,11.766946,1
1978,1640,43,10.820104,1
1978,1640,47,8.5063715,1
1979,1640,36,29.763622,4
1983,1640,51,6.4346275,1
1978,1640,40,10.297659,1
1981,1640,51,5.2297535,1
1982,1640,45,7.3893981,2
1977,1640,25,9.7026882,2
1979,1640,30,2.5013351,1
1978,1640,40,15.797545,2
1977,1640,47,6.5371919,1
1977,1640,30,9.936533,4
1979,1640,46,16.206293,1
1977,1640,26,7.9984474,2
1977,1640,49,8.1714897,1
1978,1640,28,10.936764,3
1978,1640,35,13.974752,3
1983,1640,46,5.3032646,3
1976,1640,31,14.620791,2
1983,1640,39,6.9605341,2
1976,1640,59,6.0761728,1
1980,1640,43,8.5470076,2
1978,1640,33,8.7425728,1
1976,1640,47,2.0190618,2
1978,1640,26,10.329165,2
1977,1640,46,8.2813148,1
1976,1640,32,4.7468834,1
1983,1640,26,3.1819587,2
1980,1640,26,8.5831728,2
1978,1640,45,9.1625767,4
1978,1640,25,5.3468618,2
1984,1640,36,7.5020161,4
1978,1640,49,2.9558821,1
1977,1640,38,8.4983501,1
1977,1640,26,4.1267986,2
1977,1640,30,9.9840746,3
1977,1640,51,10.756654,3
1977,1640,45,10.449701,1
1977,1640,50,7.8446302,2
1977,1640,44,7.8446302,1
1984,1640,51,10.675945,4
1977,1640,51,9.805788,2
1977,1640,54,11.685229,1
1977,1640,49,17.017851,1
1977,1640,36,7.251925,4
1977,1640,30,10.013558,1
1980,1640,33,11.111112,2
1977,1640,43,17.737583,2
1978,1640,47,5.0552149,1
1978,1640,46,4.8101501,1
1978,1640,45,6.8316102,2
1977,1640,39,11.885803,2
1978,1640,47,14.582351,1
1978,1640,52,11.449847,3
1976,1640,41,11.835877,1
1976,1640,43,8.272583,1
1976,1640,46,19.164377,3
1976,1640,32,6.2885122,4
1976,1640,32,8.0615892,3
1976,1640,57,7.421792,1
1982,1640,27,8.1090431,3
1976,1640,34,4.2469916,2
1976,1640,45,8.562911,1
1978,1640,46,11.54436,2
1976,1640,57,5.5927429,1
1977,1640,25,8.6332436,3
1976,1640,29,7.5424724,4
1976,1640,38,3.8926396,1
1976,1640,28,6.0030336,4
1980,1640,58,7.692307,2
1978,1640,46,6.6835775,1
1983,1640,29,10.893436,3
1978,1640,44,13.256682,4
1983,1640,29,11.490405,1
1977,1640,46,10.800577,2
1978,1640,27,7.5828233,4
1977,1640,41,11.440086,2
1979,1640,48,3.499321,1
1978,1640,26,6.6835775,2
1976,1640,47,10.609192,4
1976,1640,57,10.304177,2
1978,1640,39,8.6799707,1
1978,1640,27,10.025367,4
1978,1640,59,7.8058462,1
1978,1640,51,10.418868,2
1978,1640,48,7.5949745,1
1979,1640,26,5.6749315,2
1981,1640,29,7.6990681,2
1978,1640,39,10.511445,3
1982,1640,28,8.2104416,1
1983,1640,58,8.9094849,2
1978,1640,51,5.8031807,1
1983,1640,39,20.248829,4
1980,1640,53,8.1625462,3
1977,1640,41,12.603705,4
1977,1640,33,9.1520691,2
1984,1640,57,9.2524872,3
1984,1640,56,8.1926775,1
1979,1640,53,10.913328,2
1981,1640,27,7.251925,2
1980,1640,33,7.065217,2
1979,1640,32,7.5401187,3
1978,1640,40,12.814795,2
1983,1640,33,14.773381,3
1978,1640,32,11.663449,1
1976,1640,46,8.2906847,2
1978,1640,49,14.582351,2
1979,1640,53,21.262077,1
1982,1640,30,11.905143,4
1982,1640,30,3.049593,2
1977,1640,26,6.8640518,1
1979,1640,54,7.0936646,2
1979,1640,41,8.1849966,2
1984,1640,28,3.3044596,4
1978,1640,27,6.6575375,2
1981,1640,41,7.6670213,4
1979,1640,31,11.416981,4
1977,1640,36,10.877888,2
1980,1640,42,9.2105255,1
1978,1640,27,12.434492,2
1982,1640,26,8.7329254,3
1981,1640,42,5.2297535,2
1981,1640,48,11.278431,2
1980,1640,35,6.2500005,4
1981,1640,44,21.880808,3
1981,1640,33,8.3676052,3
1981,1640,53,8.0457754,3
1981,1640,34,6.6409569,4
1981,1640,58,5.2297535,1
1981,1640,33,3.0681224,2
1982,1640,58,8.2104416,4
1980,1640,26,6.2500005,2
1981,1640,32,10.89532,4
1979,1640,26,3.9684834,2
1981,1640,34,11.766946,4
1981,1640,56,26.148767,4
1981,1640,49,6.9114099,1
1979,1640,55,9.1671963,1
1983,1640,55,13.92107,2
1981,1640,27,9.6435175,3
1980,1640,30,9.6153841,2
1983,1640,52,7.9416394,2
1981,1640,29,3.6150453,4
1981,1640,49,6.9730053,1
1981,1640,26,7.6227632,2
1977,1640,30,13.074384,4
1981,1640,37,8.7162552,1
1978,1640,55,12.466721,1
1981,1640,26,13.55862,4
1981,1640,38,10.023694,4
1981,1640,49,8.7162552,2
1980,1640,29,7.2115383,4
1982,1640,56,4.9262652,3
1984,1640,28,2.4281757,2
1980,1640,33,10.096153,2
1978,1640,44,1.8723018,1
1976,1640,28,10.685205,3
1981,1640,27,6.5371919,3
1979,1640,28,8.2941313,3
1979,1640,59,7.6393304,1
1979,1640,42,15.278661,4
1979,1640,27,4.5472207,3
1979,1640,30,14.207899,3
1980,1640,45,4.0865383,3
1980,1640,42,5.6249995,1
1983,1640,30,4.7729383,2
1980,1640,31,12.500001,3
1980,1640,26,3.653846,2
1980,1640,28,3.7500002,1
1979,1640,40,12.450104,1
1984,1640,30,6.8631082,2
1980,1640,31,5.1282053,1
1977,1640,25,7.572247,3
1980,1640,56,15.625001,4
1982,1640,41,12.726187,1
1983,1640,45,11.570758,2
1978,1640,28,9.1637917,2
1980,1640,43,14.823719,1
1979,1640,38,5.0019431,1
1981,1640,32,8.7162552,4
1976,1640,30,4.6415215,2
1983,1640,51,15.114303,4
1980,1640,28,10.576922,4
1981,1640,25,2.2662265,4
1980,1640,51,19.230768,4
1984,1640,46,13.344933,1
1980,1640,42,8.6538458,3
1979,1640,49,10.367663,2
1982,1640,56,15.18932,2
1981,1640,35,9.8152628,4
1982,1640,42,6.1578317,1
1981,1640,36,9.4571371,1
1979,1640,29,5.5365181,2
1984,1640,37,18.640539,4
1979,1640,37,15.586964,4
1980,1640,40,2.2727273,1
1980,1640,34,14.744231,2
1981,1640,59,11.621674,1
1976,1640,32,5.8483162,4
1979,1640,26,7.9369678,3
1981,1640,38,39.223152,4
1980,1640,30,5.7408652,4
1976,1640,30,8.2954836,3
1979,1640,38,9.7007389,2
1977,1640,38,10.619669,3
1980,1640,48,7.8378382,1
1980,1640,42,8.4163465,2
1980,1640,54,11.898735,1
1980,1640,27,4.0865383,1
1980,1640,50,5.91716,3
1983,1640,40,7.0710192,2
1980,1640,43,36.057693,4
1976,1640,52,5.5698256,1
1980,1640,56,12.145749,1
1976,1640,30,4.5516305,3
1980,1640,57,8.9053793,2
1977,1640,25,6.2813892,2
1983,1640,35,19.4895,4
1980,1640,33,6.5559444,3
1980,1640,32,6.2500005,1
1979,1640,33,9.7645578,4
1979,1640,50,10.558011,4
1980,1640,34,3.478261,4
1979,1640,49,4.3653316,4
1979,1640,54,5.2383981,1
1978,1640,42,10.329165,1
1984,1640,39,8.4820356,4
1984,1640,57,19.064188,4
1976,1640,47,12.500775,1
1981,1640,26,4.6231022,2
1982,1640,34,12.151455,4
1982,1640,55,8.2104416,1
1979,1640,57,8.8276711,1
1979,1640,36,12.550327,4
1980,1640,37,5.1207147,4
1980,1640,59,3.1419232,4
1983,1640,42,10.359503,3
1979,1640,42,32.739986,4
1980,1640,26,6.3623934,3
1980,1640,40,10.04471,1
1980,1640,43,5.0480766,1
1979,1640,27,2.619199,2
1977,1640,47,7.8446302,1
1982,1640,51,9.0314865,1
1980,1640,34,8.9743586,4
1980,1640,29,11.923078,4
1979,1640,30,11.433011,1
1981,1640,56,12.551408,4
1979,1640,56,9.1275129,2
1984,1640,42,21.923817,4
1981,1640,47,8.7162552,1
1977,1640,54,20.028212,3
1980,1640,53,12.01923,3
1982,1640,31,11.94373,4
1981,1640,31,5.3652916,4
1981,1640,33,5.2702947,1
1980,1640,33,17.788462,3
1980,1640,25,12.087911,2
1978,1640,38,6.6884379,1
1980,1640,46,18.811058,4
1981,1640,38,12.451794,4
1980,1640,37,17.548079,4
1983,1640,43,6.0103669,1
1983,1640,42,8.2774677,1
1983,1640,42,9.7906427,4
1980,1640,33,10.576922,4
1982,1640,48,7.5900979,1
1983,1640,37,16.307537,2
1983,1640,42,7.1594071,1
1983,1640,31,13.125581,4
1983,1640,49,7.9548969,2
1983,1640,45,11.932345,1
1983,1640,33,6.9424548,4
1976,1640,34,5.1111336,3
1977,1640,57,24.152311,1
1984,1640,50,10.485304,2
1982,1640,43,18.473495,4
1976,1640,34,10.095309,3
1982,1640,41,8.2104416,1
1980,1640,48,6.2500005,1
1984,1640,38,9.532094,2
1979,1640,53,15.529995,1
1983,1640,27,2.0682731,2
1980,1640,31,15.312499,4
1983,1640,25,4.5275292,4
1983,1640,35,15.909794,4
1981,1640,35,14.817634,4
1982,1640,43,16.420883,1
1982,1640,27,5.7473097,3
1982,1640,29,9.7262754,4
1982,1640,30,7.799921,4
1982,1640,38,8.2104416,2
1982,1640,42,6.4041448,3
1982,1640,38,2.3203423,1
1982,1640,36,4.9262652,4
1982,1640,58,9.2367477,2
1982,1640,58,4.9262652,1
1979,1640,31,9.2763309,4
1982,1640,30,13.95775,4
1982,1640,27,10.878838,3
1982,1640,28,7.2580309,1
1977,1640,26,4.5760345,3
1982,1640,25,10.509365,3
1982,1640,26,9.4876223,2
1977,1640,58,6.3236222,1
1983,1640,26,5.568428,1
1979,1640,38,11.756931,2
1984,1640,45,7.5228376,3
1982,1640,28,8.3863811,2
1978,1640,55,12.151959,1
1977,1640,56,7.3216548,2
1983,1640,26,4.3751936,2
1983,1640,45,3.272872,4
